x,y
6.262626262626262,11.898959961163616
1.414141414141414,4.71600929377368
1.2121212121212122,4.946317874536411
0.6060606060606061,4.1122980471723904
9.696969696969695,20.41493943538104
4.747474747474747,12.049930206613316
9.595959595959595,21.605065528303086
5.757575757575758,13.12009531063108
4.94949494949495,10.473509338561962
4.848484848484849,7.469174001853794
9.191919191919192,21.82872852460324
1.5151515151515151,4.697651685051564
9.393939393939394,21.74115686084621
6.0,50.0
2.2222222222222223,7.173316842163456
7.272727272727272,17.824255914541148
7.373737373737374,13.277823106767444
1.9191919191919191,3.1301923597803887
5.555555555555555,12.967774852171946
2.525252525252525,3.1417737013075206
7.575757575757575,14.78189496963452
0.404040404040404,5.543196788380743
6.666666666666667,11.072936639401243
6.565656565656566,13.327751258896608
5.252525252525253,10.48344022991276
6.8686868686868685,12.922777008607252
7.878787878787879,16.134470693321013
1.7171717171717171,4.024026906811833
9.09090909090909,18.37546428787182
6.4646464646464645,14.284145213800434
0.8080808080808081,2.4097239125745
3.0303030303030303,7.370500911999893
1.616161616161616,7.2204813786384445
7.474747474747475,16.754178231850048
7.777777777777778,15.397856226026724
0.0,4.528104691935328
3.636363636363636,10.733308634182714
0.5050505050505051,0.0555452503481883
4.242424242424242,6.072308103598459
8.787878787878787,18.215907904132877
5.858585858585858,11.44852752980979
3.4343434343434343,7.172862570034563
3.333333333333333,3.705073730218813
2.121212121212121,6.549661433304964
8.181818181818182,19.16528933754474
0.7070707070707071,2.1114269975460185
4.545454545454545,9.214760487686718
4.0,30.0
8.383838383838384,14.69518939512232
5.959595959595959,12.193709587217642
8.0,-5.0
14.0,-15.0
8.98989898989899,21.08870143366025
5.05050505050505,9.31007697862275
2.6262626262626263,6.344042287128144
8.686868686868687,20.731296516056677
6.363636363636363,10.274707522609372
12.0,5.0
9.797979797979798,24.167700583771264
6.0606060606060606,11.77629122566022
0.9090909090909092,3.6393788220585632
3.939393939393939,8.274182377637208
10.0,20.0
8.484848484848484,20.946201357288167
2.929292929292929,9.797303398386427
8.080808080808081,14.83131648004945
2.0202020202020203,-0.0655755912641167
4.646464646464646,7.78733857282944
5.151515151515151,12.076835298748827
5.353535353535354,9.345806338825884
2.323232323232323,4.1621346056517625
2.727272727272727,6.080177754493787
0.202020202020202,3.3615163722518826
2.8282828282828283,9.722124085282571
3.7373737373737375,10.879507172316297
9.494949494949497,20.702631784247792
1.0101010101010102,3.3082891625237765
9.292929292929292,20.002408542012304
16.0,10.0
4.343434343434343,13.588419477332266
6.96969696969697,15.043284730986215
6.161616161616162,12.604126000151242
3.5353535353535355,8.38340500891503
7.6767676767676765,14.61194105517159
0.303030303030303,6.087847004463521
8.282828282828282,18.496981445117484
6.767676767676767,15.460918046405084
10.0,21.803978726889405
8.88888888888889,16.636272534756692
4.444444444444445,8.869584525385582
0.101010101010101,2.0023346187546487
3.8383838383838382,7.902114041951772
1.1111111111111112,6.130769236148172
9.8989898989899,21.05180398338704
5.454545454545454,11.8527264524136
4.040404040404041,6.983702150673896
1.818181818181818,5.262499039665439
4.141414141414141,6.442792408470332
7.979797979797979,17.07192664405545
2.4242424242424243,10.387994096460064
5.656565656565657,12.44616575789765
7.171717171717171,15.601400164949164
1.3131313131313131,3.869612659248283
3.131313131313131,8.01895130183061
8.585858585858587,21.963495523778334
7.070707070707071,16.599595265769217
2.0,-10.0
3.2323232323232323,5.689074969386239
